id,flag_tsunami,year,month,day,hour,minute,second,focal_depth,eq_primary,eq_mag_mw,eq_mag_ms,eq_mag_mb,intensity,country,state,location_name,latitude,longitude,region_code,injuries,injuries_description,damage_millions_dollars,damage_description,total_injuries,total_injuries_description,total_damage_millions_dollars,total_damage_description
791.0,No,1587.0,11.0,,,,,,,,,,10.0,PORTUGAL,,PORTUGAL:  LOULE,37.1,-8.0,130,,,,1,,,,1
810.0,No,1597.0,7.0,28.0,,,,,,,,,9.0,PORTUGAL,,"PORTUGAL:  MONTE SANTO, LISBON",38.8,-9.4,130,,,,1,,,,1
811.0,No,1598.0,7.0,22.0,,,,,,,,,,PORTUGAL,,"PORTUGAL:  MONTE SANTO, LISBON",38.8,-9.4,130,,,,1,,,,1
5754.0,No,2004.0,1.0,10.0,7.0,43.0,18.0,5.0,2.2,,,,,SLOVAKIA,,SLOVAKIA:  SLOVENSKO L'UPCA,48.758,19.217,110,,,,1,,,,1
5789.0,No,2004.0,7.0,12.0,13.0,4.0,7.1,8.0,5.2,5.2,4.9,5.0,,SLOVENIA,,"SLOVENIA: BOVEC, KOBARID",46.29600000000001,13.640999999999998,130,5.0,1,,1,5.0,1,,1
5577.0,No,2000.0,10.0,2.0,2.0,25.0,31.3,34.0,6.5,6.5,6.7,6.1,,TANZANIA,,"TANZANIA:  NKANSI, RUKWA",-7.977,30.709,10,6.0,1,,1,6.0,1,,1
7441.0,No,2006.0,12.0,12.0,17.0,2.0,29.7,10.0,4.6,,,4.6,,THAILAND,,THAILAND:  MAE RIM,18.901,98.916,60,,,,1,,,,1
4661.0,No,1974.0,7.0,1.0,16.0,51.0,54.0,18.0,5.9,,5.9,5.5,,ARGENTINA,,ARGENTINA:  LOS TOLDOS,-22.124000000000002,-64.638,160,,,,1,,,,1
5800.0,No,2004.0,9.0,7.0,11.0,53.0,6.1,22.0,6.1,6.1,6.1,6.1,,ARGENTINA,,ARGENTINA: CATAMARCA,-28.573,-65.84,160,,2,,1,,2,,1
7364.0,No,2006.0,8.0,5.0,14.0,3.0,43.7,22.0,5.6,5.6,5.2,5.7,5.0,ARGENTINA,,ARGENTINA:  MENDOZA,-33.131,-68.707,160,,,,1,,,,1
8255.0,No,2008.0,12.0,10.0,10.0,53.0,50.0,10.0,4.1,,,4.1,,ARGENTINA,,ARGENTINA:  POTRERILLOS,-32.938,-69.259,160,,,,1,,,,1
10160.0,No,2015.0,10.0,17.0,11.0,33.0,,33.0,5.8,5.8,,,7.0,ARGENTINA,,ARGENTINA:  GALPON,-25.441999999999997,-64.632,160,30.0,1,,1,30.0,1,,1
8535.0,No,2009.0,9.0,22.0,8.0,20.0,41.0,0.0,3.1,,,,,AUSTRALIA,,AUSTRALIA:  MORNINGTON,-38.28,145.25,170,,,,1,,,,1
9033.0,No,2010.0,4.0,20.0,0.0,17.0,8.0,0.0,5.2,,,5.2,,AUSTRALIA,,AUSTRALIA:  KALGOORLIE,-30.794,121.406,170,3.0,1,,1,3.0,1,,1
10074.0,No,2014.0,2.0,26.0,0.0,1.0,29.0,1.0,4.5,4.5,,,,AUSTRALIA,,AUSTRALIA:  KALGOORLIE,-30.686,121.33200000000001,60,,,,1,,,,1
8773.0,Tsu,1902.0,1.0,18.0,23.0,23.0,,,6.3,,6.3,,,GUATEMALA,,"GUATEMALA:  SAN MARTIN, QUEZALTENANGO",14.71,-91.59,100,,,,1,,,,1
4874.0,No,1980.0,5.0,18.0,7.0,9.0,38.0,105.0,5.3,,,5.3,,GUATEMALA,,GUATEMALA:  S COAST,14.716,-91.31700000000001,100,,,,1,,,,1
5483.0,No,1998.0,1.0,10.0,8.0,20.0,5.7,33.0,6.6,6.6,6.2,6.1,,GUATEMALA,,"GUATEMALA:  QUEZALTENANGO, SAN MARCOS, SOLOLA",14.374,-91.473,100,27.0,1,,1,27.0,1,,1
7534.0,No,2007.0,6.0,13.0,19.0,29.0,40.1,23.0,6.7,6.7,6.5,5.9,,GUATEMALA,,GUATEMALA:  GUATEMALA CITY,13.554,-90.618,100,,,,1,,,,1
7746.0,No,2008.0,1.0,5.0,1.0,56.0,45.4,66.0,5.6,5.6,,5.4,,GUATEMALA,,"GUATEMALA:  COLOMBA, FLORES, COSTA CUCA",14.129000000000001,-91.479,100,,,,1,,,,1
8127.0,No,2008.0,4.0,15.0,3.0,3.0,4.6,33.0,6.1,6.1,5.8,5.6,,GUATEMALA,,GUATEMALA,13.564,-90.59899999999999,100,,,,1,,,,1
9843.0,No,2011.0,9.0,19.0,18.0,33.0,55.8,9.0,5.6,5.6,5.3,5.1,,GUATEMALA,,GUATEMALA:  CUILAPA SANTA ROSA,14.186,-90.238,100,,,,1,,,,1
10030.0,No,2013.0,9.0,7.0,0.0,13.0,57.0,66.0,6.4,6.4,,,7.0,GUATEMALA,,"GUATEMALA:  COATEPEQUE, QUETZALTENANGO",14.606,-92.12100000000001,100,11.0,1,,1,11.0,1,,1
5980.0,Tsu,1673.0,5.0,20.0,,,,,,,,,,INDONESIA,,INDONESIA:  N. MOLUCCAS ISLANDS,1.375,127.52,170,,,,1,,,,1
5981.0,Tsu,1673.0,7.0,12.0,,,,,,,,,,INDONESIA,,INDONESIA:  BANDA SEA,-3.0,128.0,170,,,,1,,,,1
5982.0,Tsu,1673.0,8.0,12.0,,,,,,,,,,INDONESIA,,INDONESIA:  N. MOLUCCAS ISLANDS,1.375,127.52,170,,,,1,,,,1
6021.0,Tsu,1711.0,9.0,5.0,,,,,7.0,,7.0,,,INDONESIA,,INDONESIA:  BANDA SEA,-4.0,129.0,170,,,,,,,,1
5919.0,Tsu,1775.0,4.0,18.0,,,,,,,,,,INDONESIA,,INDONESIA:  BANDA SEA,-3.7,128.2,170,,,,1,,,,1
6556.0,Tsu,1818.0,3.0,18.0,,,,,7.0,,7.0,,,INDONESIA,,INDONESIA:  SUMATRA:  BENGKULU,-4.0,101.5,170,,,,1,,,,1
6048.0,Tsu,1836.0,11.0,28.0,,,,,7.5,,7.5,,,INDONESIA,,FLORES SEA,-8.3,118.7,170,,,,1,,,,1
1804.0,No,1837.0,11.0,28.0,,,,,,,,,9.0,INDONESIA,,INDONESIA:  SUMBAWA ISLAND:  BIMA,-8.5,118.5,170,,,,2,,,,1
9907.0,Tsu,1852.0,1.0,9.0,,,,150.0,6.5,,6.5,,8.0,INDONESIA,,INDONESIA:  JAVA: DJAKARTA; SUMATRA: TELUKBETUNG,-6.5,105.5,170,,,,1,,,,1
9883.0,Tsu,1852.0,12.0,24.0,,,,,7.0,,7.0,,,INDONESIA,,INDONESIA:  BANDANEIRA,-5.0,130.5,170,,,,1,,,,1
6137.0,Tsu,1859.0,10.0,20.0,,,,,,,,,,INDONESIA,,S. JAVA SEA,-9.0,111.0,170,,,,,,,,1
6145.0,Tsu,1861.0,9.0,25.0,,,,,6.5,,6.5,,,INDONESIA,,INDONESIA:  SW. SUMATRA,-1.5,100.0,170,,,,,,,,1
6184.0,Tsu,1876.0,5.0,28.0,,,,50.0,6.8,,6.8,,7.0,INDONESIA,,"INDONESIA:  BURU ISLAND, CERAM SEA",-3.0,127.25,170,,,,1,,,,1
6208.0,Tsu,1885.0,4.0,30.0,,,,,7.3,,7.3,,,INDONESIA,,"INDONESIA:  BURU I, AMBON I, HARUKU I",-2.5,127.5,170,,,,1,,,,1
6226.0,Tsu,1896.0,10.0,10.0,,,,130.0,6.8,,6.8,,,INDONESIA,,"INDONESIA:  SW. SUMATRA, JAVA",-3.5,102.5,170,,,,1,,,,1
6574.0,Tsu,1900.0,10.0,7.0,21.0,4.0,,33.0,6.9,,6.9,,,INDONESIA,,INDONESIA:  NW. IRIAN JAYA,-4.0,140.0,170,,,,,,,,1
7527.0,Tsu,1908.0,3.0,23.0,12.0,20.0,,,6.6,,6.6,,,INDONESIA,,INDONESIA:  TIMOR,-10.0,129.0,170,,,,1,,,,1
6576.0,Tsu,1910.0,12.0,18.0,2.0,42.0,,,6.7,,6.7,,8.0,INDONESIA,,INDONESIA:  SULAWESI-N. MOLUCCAS ISLANDS,4.0,127.0,170,,,,1,,,,1
3010.0,Tsu,1914.0,6.0,25.0,19.0,7.0,25.9,35.0,7.6,7.6,7.6,7.6,,INDONESIA,,INDONESIA:  SUMATERA,-3.924,101.82,170,20.0,1,,1,20.0,1,,1
9798.0,Tsu,1919.0,11.0,21.0,,,,,,,,,8.0,INDONESIA,,INDONESIA:  IRIAN JAYA REGION,-2.55,140.75,170,,,,1,,,,1
3175.0,Tsu,1921.0,9.0,11.0,4.0,1.0,38.0,,7.5,,7.5,,,INDONESIA,,INDONESIA:  S OF JAVA,-11.0,111.0,170,,,,1,,,,1
6320.0,Tsu,1931.0,9.0,25.0,5.0,59.0,44.0,,7.4,,7.4,,8.0,INDONESIA,,SW. SUMATRA,-5.0,102.75,170,,,,1,,,,1
6643.0,Tsu,1938.0,2.0,13.0,,,,,,,,,,INDONESIA,,INDONESIA:  NEW GUINEA:  FAKFAK,-3.0,132.3,170,,,,1,,,,1
3943.0,No,1950.0,6.0,19.0,12.0,36.0,54.0,,6.5,,6.5,,7.0,INDONESIA,,INDONESIA:  JAVA:  GRESIK,-6.0,113.0,170,50.0,1,,1,50.0,1,,1
4059.0,No,1954.0,11.0,2.0,8.0,24.0,54.0,,6.8,,6.8,,8.0,INDONESIA,,"INDONESIA:  SUMABAWA:  BIMA,RABA",-8.0,119.0,170,,,,1,,,,1
4306.0,No,1963.0,11.0,4.0,1.0,17.0,11.4,100.0,8.3,,8.3,7.8,,INDONESIA,,INDONESIA:  BANDA SEA,-6.86,129.58,170,,,,1,,,,1
6408.0,Tsu,1963.0,12.0,16.0,1.0,51.0,31.0,64.0,6.6,,6.6,,,INDONESIA,,"INDONESIA:  JAVA:  LABUHAN, MENES, PONOROGO",-6.4,105.4,60,,,,1,,,,1
4452.0,Tsu,1968.0,8.0,10.0,2.0,7.0,4.3,25.0,7.6,,7.6,,,INDONESIA,,"INDONESIA:  MOLUCCA ISLANDS: MANADO, CELEBES",1.4,126.2,170,,,,1,,,,1
4746.0,No,1976.0,10.0,29.0,2.0,51.0,7.6,33.0,7.1,,7.1,6.1,8.0,INDONESIA,,INDONESIA:  NEW GUINEA:  IRIAN JAYA:  JAYAWIJAYA,-4.5169999999999995,139.918,170,,,,1,,,,1
6463.0,Tsu,1983.0,3.0,12.0,1.0,36.0,35.8,17.0,6.5,,6.5,6.0,,INDONESIA,,INDONESIA:  BANDA SEA,-4.056,127.92399999999999,170,,,,1,,,,1
5019.0,Tsu,1984.0,1.0,8.0,15.0,24.0,13.5,33.0,6.6,,6.6,6.0,,INDONESIA,,INDONESIA:  SULAWESI:  W,-2.823,118.806,170,89.0,2,0.5,1,89.0,2,0.5,1
5085.0,No,1985.0,11.0,17.0,9.0,40.0,21.2,10.0,7.1,,7.1,6.0,8.0,INDONESIA,,INDONESIA:  NEW GUINEA:  IRIAN JAYA:  MANOKWARI,-1.639,134.911,170,,,,1,,,,1
6491.0,No,1995.0,3.0,19.0,23.0,53.0,14.9,33.0,6.9,6.9,7.1,6.2,,INDONESIA,,INDONESIA:  IRIAN JAYA REGION,-4.183,135.109,170,,,,1,,,,1
5410.0,Tsu,1995.0,5.0,14.0,11.0,33.0,21.1,13.0,6.9,6.9,6.9,6.2,7.0,INDONESIA,,"INDONESIA:  TIMOR, DILI, MALIANA, MAUBARA",-8.452,125.04899999999999,170,,,,,19.0,1,,1
5504.0,No,1998.0,9.0,28.0,13.0,34.0,30.4,152.0,6.6,6.6,,6.4,,INDONESIA,,"INDONESIA:  JAWA, MALANG, BLITAR, BANTUR",-8.193999999999999,112.413,170,,,,1,,,,1
5651.0,No,2002.0,9.0,20.0,15.0,43.0,35.4,10.0,6.4,6.4,6.4,5.9,,INDONESIA,,INDONESIA:  NEW GUINEA:  IRIAN JAYA:  RANSIKI,-1.68,134.234,170,,,,1,,,,1
5702.0,No,2003.0,3.0,25.0,2.0,53.0,25.0,33.0,6.5,6.5,6.1,6.2,,INDONESIA,,INDONESIA:  FLORES:  REO,-8.294,120.743,170,20.0,1,,1,20.0,1,,1
5696.0,No,2003.0,5.0,26.0,19.0,23.0,27.9,31.0,7.0,7.0,7.1,6.5,,INDONESIA,,"INDONESIA:  MOROTAI, BEREBERE, DARUBA",2.354,128.855,170,7.0,1,,1,7.0,1,,1
5745.0,No,2003.0,12.0,5.0,23.0,41.0,27.4,33.0,4.9,,4.9,5.4,,INDONESIA,,"INDONESIA:  FLORES, RUTENG",-8.137,120.524,170,,,,1,,,,1
5759.0,No,2004.0,2.0,7.0,2.0,42.0,35.2,10.0,7.3,7.3,7.5,6.2,,INDONESIA,,INDONESIA:  NABIRE,-4.003,135.023,170,,,,1,,,,1
5763.0,No,2004.0,2.0,22.0,6.0,46.0,27.0,42.0,6.0,6.0,5.7,6.3,,INDONESIA,,INDONESIA:  SUMATRA:  PESISIR SELATAN,-1.5590000000000002,100.488,170,1.0,1,,1,1.0,1,,1
5772.0,No,2004.0,4.0,9.0,1.0,55.0,50.7,66.0,5.4,5.4,,5.5,,INDONESIA,,INDONESIA:  SUMATRA:  PADANG,-1.5490000000000002,100.54,170,,,,1,,,,1
5774.0,No,2004.0,4.0,16.0,18.0,32.0,24.0,96.0,5.5,5.5,,5.5,,INDONESIA,,INDONESIA:  BALI,-8.669,114.65,170,,,,1,,,,1
5775.0,No,2004.0,4.0,23.0,1.0,50.0,30.2,66.0,6.7,6.7,,6.5,,INDONESIA,,INDONESIA:  TIMOR: KUPANG,-9.362,122.839,170,,,,1,,,,1
6757.0,No,2005.0,7.0,5.0,1.0,52.0,2.9,21.0,6.7,6.7,6.8,6.2,,INDONESIA,,INDONESIA:  SUMATRA:  NIAS ISLAND:  GUNUNGSITOLI,1.819,97.08200000000001,60,,,,1,,,,1
6758.0,No,2005.0,7.0,9.0,23.0,59.0,17.0,32.0,5.9,5.9,5.5,5.6,,INDONESIA,,INDONESIA:  SULAWESI:  DONGGALA,-1.1740000000000002,119.963,170,,,,1,,,,1
6760.0,No,2005.0,7.0,18.0,2.0,4.0,59.8,10.0,5.3,5.3,5.2,5.7,,INDONESIA,,INDONESIA:  TIMOR:  TIMOR TENGAH UTARA,-9.948,124.48,170,,,,1,,,,1
7233.0,No,2006.0,3.0,28.0,8.0,35.0,43.3,30.0,5.0,,,5.0,,INDONESIA,,INDONESIA:  N. SUMATRA: TAPAKTUAN,3.4619999999999997,97.22399999999999,170,,,,1,,,,1
7244.0,No,2006.0,5.0,12.0,8.0,16.0,56.5,17.0,5.5,5.5,4.9,5.4,,INDONESIA,,INDONESIA:  SUMATRA:  KALIANDAK,-5.575,105.395,170,,,,1,,,,1
7419.0,No,2006.0,11.0,24.0,6.0,33.0,26.4,31.0,5.2,,,5.2,,INDONESIA,,INDONESIA:  SULAWESI: PINRANG,-3.728,119.23299999999999,170,,,,1,,,,1
7420.0,No,2006.0,12.0,1.0,14.0,1.0,47.5,43.0,6.3,6.3,6.0,5.9,,INDONESIA,,INDONESIA:  SUMABAWA:  BIMA,-8.251,118.777,170,14.0,1,,1,14.0,1,,1
7456.0,No,2007.0,1.0,21.0,11.0,27.0,45.0,22.0,7.5,7.5,7.3,6.7,,INDONESIA,,INDONESIA:  MOLUCCA ISLANDS:  N,1.065,126.28200000000001,170,4.0,1,,1,4.0,1,,1
7524.0,No,2007.0,5.0,29.0,9.0,36.0,5.6,24.0,6.1,6.1,5.8,6.0,,INDONESIA,,INDONESIA: LABUHA,-1.065,127.34299999999999,170,,,,1,,,,1
7599.0,No,2007.0,7.0,26.0,5.0,40.0,16.1,25.0,6.9,6.9,6.8,6.4,,INDONESIA,,INDONESIA:  MALUKU:  N,2.872,127.464,170,,2,,1,,2,,1
7617.0,No,2007.0,9.0,9.0,18.0,36.0,37.6,35.0,4.8,,,4.8,,INDONESIA,,INDONESIA:  SITUBONDO,-7.7829999999999995,114.338,170,13.0,1,,1,13.0,1,,1
7747.0,No,2008.0,1.0,7.0,3.0,12.0,26.8,12.0,5.9,5.9,5.6,6.0,,INDONESIA,,"INDONESIA: NEW GUINEA: MANOKWARI,",-0.795,134.012,170,6.0,1,,1,6.0,1,,1
7750.0,No,2008.0,1.0,22.0,17.0,14.0,57.9,20.0,6.1,6.1,,5.9,,INDONESIA,,INDONESIA:  SUMATRA:  NIAS ISLAND:  GUNUNGSITOLI,1.011,97.44200000000001,170,5.0,1,,1,5.0,1,,1
7743.0,Tsu,2008.0,2.0,25.0,8.0,36.0,33.0,25.0,6.5,6.5,6.6,6.4,,INDONESIA,,INDONESIA:  SUMATRA:  PADANG,-2.4859999999999998,99.97200000000001,60,,,,1,,,,1
8534.0,No,2009.0,9.0,18.0,23.0,6.0,57.7,79.0,5.7,5.7,,6.0,,INDONESIA,,INDONESIA:  BALI:  DENPASAR,-9.138,115.59299999999999,170,7.0,1,,1,7.0,1,,1
9092.0,No,2010.0,5.0,9.0,5.0,59.0,41.6,38.0,7.2,7.2,7.3,6.6,,INDONESIA,,INDONESIA:  N. SUMATRA: SIMEULUE ISLAND,3.748,96.01799999999999,60,,,,1,,,,1
9840.0,No,2011.0,9.0,5.0,17.0,55.0,11.2,91.0,6.7,6.7,,6.6,,INDONESIA,,INDONESIA:  SUMATRA,2.965,97.89299999999999,60,,,,1,,,,1
9879.0,Tsu,2012.0,4.0,11.0,8.0,38.0,36.7,20.0,8.6,8.6,8.5,7.4,,INDONESIA,,INDONESIA:  N SUMATRA:  OFF WEST COAST,2.327,93.06299999999999,60,12.0,1,,1,12.0,1,,1
9909.0,No,2012.0,6.0,4.0,11.0,18.0,13.4,50.0,5.8,5.8,5.2,5.9,,INDONESIA,,INDONESIA:  JAVA,-7.692,106.37100000000001,60,2.0,1,,1,2.0,1,,1
9951.0,No,2012.0,7.0,25.0,0.0,27.0,45.2,22.0,6.5,6.5,6.5,5.9,,INDONESIA,,INDONESIA: BANDA ACEH,2.707,96.045,60,,,,1,,,,1
9957.0,No,2013.0,1.0,21.0,22.0,22.0,52.7,12.0,6.1,6.1,6.0,5.8,,INDONESIA,,INDONESIA:  SUMATERA:  N,4.927,95.90700000000001,60,15.0,1,,1,15.0,1,,1
10038.0,No,2013.0,7.0,8.0,2.0,13.0,40.6,60.0,5.7,5.7,,5.5,,INDONESIA,,INDONESIA:  JAVA,-8.802999999999999,113.00200000000001,60,1.0,1,,1,1.0,1,,1
10050.0,No,2013.0,10.0,22.0,5.0,40.0,1.0,10.0,5.5,5.5,,,5.0,INDONESIA,,INDONESIA:  BANDA ACEH,5.103,95.971,60,2.0,1,,1,2.0,1,,1
10070.0,No,2014.0,1.0,25.0,5.0,14.0,51.0,66.0,6.1,6.1,,,5.0,INDONESIA,,INDONESIA:  JAVA:  BANYUMAS,-7.986000000000001,109.265,60,,,,1,,,,1
10149.0,No,2015.0,7.0,27.0,21.0,42.0,11.0,48.0,7.0,7.0,,,5.0,INDONESIA,,INDONESIA:  PAPUA,-2.6289999999999996,138.528,170,,,,1,,,,1
10171.0,No,2016.0,1.0,16.0,23.0,22.0,4.0,4.0,5.6,5.6,,,3.0,INDONESIA,,"INDONESIA: MALUKU:  BURU, AMBALAU ISLAND",-3.873,127.229,170,22.0,1,,1,22.0,1,,1
10185.0,No,2016.0,6.0,7.0,19.0,15.0,33.0,31.0,6.3,6.3,,,4.0,INDONESIA,,INDONESIA:  MALUKU:  TERNATE ISLAND,1.2790000000000001,126.37100000000001,170,,,,1,,,,1
10319.0,No,2017.0,10.0,31.0,11.0,50.0,48.0,6.0,6.1,6.1,,,,INDONESIA,,INDONESIA:  MALUKU:  AMBON,-3.745,127.75200000000001,170,,,,1,,,,1
10348.0,No,2018.0,7.0,21.0,7.0,58.0,15.0,10.0,5.2,5.2,,,,INDONESIA,,INDONESIA: SUMATRA: SOLOK,-0.965,100.771,60,2.0,1,,1,2.0,1,,1
10371.0,No,2018.0,10.0,10.0,18.0,44.0,55.0,9.0,6.0,6.0,,,5.0,INDONESIA,,"INDONESIA:  MADURA ISLAND, JAVA",-7.456,114.45299999999999,60,36.0,1,,1,36.0,1,,1
4963.0,No,1983.0,2.0,25.0,18.0,22.0,12.9,24.0,4.7,,,4.7,7.0,MACEDONIA,,BALKANS NW:  MACEDONIA:  SKOPJE,41.958999999999996,21.54,130,,,0.5,1,,,0.5,1
10198.0,No,2016.0,9.0,11.0,13.0,10.0,7.0,13.0,5.1,5.1,,,6.0,MACEDONIA,,BALKANS NW:  MACEDONIA,42.008,21.488000000000003,130,30.0,1,,1,30.0,1,,1
9352.0,Tsu,1901.0,10.0,8.0,2.0,16.0,,,7.0,,7.0,,,NICARAGUA,,NICARAGUA,11.0,-86.5,100,,,,1,,,,1
4291.0,No,1963.0,5.0,9.0,15.0,3.0,43.8,50.0,5.5,,5.5,,,NICARAGUA,,NICARAGUA:  LEON,12.2,-86.9,100,,,,1,,,,1
5087.0,No,1985.0,12.0,16.0,2.0,44.0,36.0,22.0,6.0,,6.0,5.9,6.0,NICARAGUA,,"NICARAGUA:  RIVAS,  MASAYA",11.725,-85.838,100,6.0,1,,1,6.0,1,,1
5825.0,No,2004.0,10.0,1.0,8.0,1.0,1.3,87.0,5.6,5.6,,5.1,,NICARAGUA,,"NICARAGUA:  CHINANDEGA, LEON",11.989,-86.52,100,,,,1,,,,1
10086.0,No,2014.0,4.0,14.0,5.0,7.0,12.0,10.0,5.2,5.2,,,,NICARAGUA,,"NICARAGUA:  MANAGUA, CIUDAD SANDINO",12.151,-86.281,100,,1,,1,,1,,1
6369.0,Tsu,1955.0,1.0,18.0,,,,,,,,,,VENEZUELA,,VENEZUELA:  OFF THE COAST NEAR LA VELA,11.46,-69.57,90,,,,,,,,1
5104.0,No,1986.0,7.0,18.0,17.0,22.0,38.2,7.0,4.9,,4.9,5.9,,VENEZUELA,,"VENEZUELA:  CHURUGUARA,  FALCON, LARA",10.77,-69.428,160,,,,1,,,,1
8169.0,No,2008.0,8.0,11.0,7.0,19.0,26.4,13.0,5.2,5.2,4.5,5.1,,VENEZUELA,,VENEZUELA:  CARIACO-CUMANA,10.514000000000001,-64.171,160,,,,1,,,,1
8387.0,No,2009.0,9.0,12.0,20.0,6.0,24.6,10.0,6.3,6.3,6.4,6.3,,VENEZUELA,,VENEZUELA:  CARABOBO,10.705,-67.92,160,18.0,1,,1,18.0,1,,1
8592.0,No,2009.0,11.0,27.0,8.0,15.0,53.3,7.0,5.4,5.4,5.0,5.4,,VENEZUELA,,VENEZUELA:  SIQUISIQUE,10.434000000000001,-69.715,160,,,,1,,,,1
8993.0,No,2010.0,1.0,15.0,18.0,0.0,46.7,8.0,5.5,5.5,5.2,5.4,,VENEZUELA,,VENEZUELA:  CARIACO,10.454,-63.475,160,11.0,1,,1,11.0,1,,1
10161.0,No,2015.0,11.0,7.0,6.0,58.0,30.0,14.0,5.3,5.3,,,,VENEZUELA,,VENEZUELA:  MERIDA,8.477,-71.365,160,,,,1,,,,1
10345.0,No,2015.0,11.0,22.0,20.0,38.0,5.0,5.0,5.1,5.1,,,4.0,VENEZUELA,,VENEZUELA:  MERIDA,8.48,-71.42,160,3.0,1,,1,3.0,1,,1
5712.0,No,2003.0,8.0,4.0,4.0,37.0,20.1,10.0,7.6,7.6,7.5,6.2,,ANTARCTICA,,SCOTIA SEA:  SOUTH ORKNEY ISLANDS: LAURIE IS,-60.532,-43.411,20,,,,1,,,,1
5584.0,No,2000.0,11.0,25.0,18.0,9.0,11.4,50.0,6.8,6.8,,5.8,,AZERBAIJAN,,AZERBAIJAN:  BAKU,40.245,49.946000000000005,40,430.0,3,,1,430.0,3,,1
10346.0,No,2018.0,6.0,5.0,18.0,40.0,30.0,24.0,5.3,5.3,,,,AZERBAIJAN,,AZERBAIJAN: SHAKI-ZAQATALA,41.526,46.785,40,31.0,1,,1,31.0,1,,1
9534.0,Tsu,1842.0,11.0,11.0,,,,,6.0,,6.0,,,BANGLADESH,,BANGLADESH:,24.0,89.25,60,,,,1,,,,1
5613.0,No,2001.0,12.0,19.0,7.0,54.0,7.9,10.0,4.5,,,4.5,6.0,BANGLADESH,,BANGLADESH:  DHAKA,23.631999999999998,90.376,60,100.0,2,,1,100.0,2,,1
5638.0,No,2002.0,6.0,20.0,5.0,40.0,43.3,40.0,4.5,,,4.5,,BANGLADESH,,"BANGLADESH:  RANGPUR, THAKURGAON, ALMANAGAR",25.842,88.932,60,55.0,2,,1,55.0,2,,1
7701.0,No,2007.0,11.0,7.0,7.0,10.0,21.9,29.0,5.1,,5.1,5.1,,BANGLADESH,,"BANGLADESH:  CHITTAGONG, BANDARBAN, RANGAMATI",22.15,92.38799999999999,60,10.0,1,,1,10.0,1,,1
7749.0,No,2008.0,1.0,12.0,22.0,44.0,47.3,34.0,5.0,,,5.0,,BANGLADESH,,"INDIA-BANGLADESH:  RANGAMATI, BANGLADESH",22.761,92.333,60,,,,1,,,,1
9775.0,No,2010.0,9.0,10.0,17.0,24.0,16.6,10.0,4.8,,,4.8,5.0,BANGLADESH,,BANGLADESH:  NARAYANGANJ,23.406999999999996,90.648,60,,,,1,,,,1
10144.0,Tsu,1905.0,1.0,20.0,18.0,23.0,,,6.8,,6.8,,,COSTA RICA,,COSTA RICA:  PUNTARENAS,9.85,-84.68,100,,,,1,,,,1
3954.0,Tsu,1950.0,10.0,5.0,16.0,9.0,31.0,60.0,7.7,,7.7,,,COSTA RICA,,COSTA RICA-NICARAGUA,11.0,-85.0,100,,3,,1,,3,,1
4634.0,No,1973.0,4.0,14.0,8.0,34.0,0.1,33.0,6.5,,6.5,5.7,,COSTA RICA,,"COSTA RICA: TILARAN, ARENAL, RIO CHIQUITO",10.679,-84.759,100,100.0,2,0.2,1,100.0,2,0.2,1
5243.0,No,1990.0,6.0,8.0,0.0,31.0,50.0,10.0,4.6,,4.6,4.7,,COSTA RICA,,COSTA RICA:  SANTIAGO DE PURISCAL,9.855,-84.32700000000001,100,,,,1,,,,1
5302.0,No,1991.0,8.0,9.0,9.0,33.0,49.6,5.0,4.7,,4.7,4.7,,COSTA RICA,,COSTA RICA:  CARTAGO,9.737,-84.054,100,,,,1,,,,1
5356.0,No,1993.0,7.0,10.0,20.0,40.0,58.9,20.0,5.8,5.8,5.6,5.3,,COSTA RICA,,"COSTA RICA:  TURRIALBA, CARTAGO",9.821,-83.62200000000001,100,9.0,1,,1,9.0,1,,1
8123.0,No,2008.0,5.0,26.0,15.0,1.0,33.6,13.0,5.6,5.6,5.2,5.3,,COSTA RICA,,PANAMA-COSTA RICA,8.423,-82.96799999999999,100,,,,1,,,,1
9936.0,Tsu,2012.0,9.0,5.0,14.0,42.0,7.8,35.0,7.6,7.6,7.7,6.8,,COSTA RICA,,COSTA RICA:  NICOYA,10.085,-85.315,100,20.0,1,,1,20.0,1,,1
10210.0,No,1870.0,6.0,9.0,13.0,10.0,,,,,,,,GUADELOUPE,,GUADELOUPE,,,90,,,,1,,,,1
5059.0,Tsu,1985.0,3.0,16.0,14.0,54.0,0.7,13.0,6.3,,6.3,6.3,6.0,GUADELOUPE,,GUADELOUPE,17.012999999999998,-62.448,90,6.0,1,,1,6.0,1,,1
5260.0,No,1990.0,9.0,27.0,21.0,12.0,32.5,33.0,4.5,,4.5,5.0,6.0,KAZAKHSTAN,,KAZAKHSTAN:  ZAYSAN,47.903,84.961,40,,,,1,,,,1
8383.0,No,2009.0,6.0,13.0,17.0,17.0,38.2,15.0,5.4,5.4,5.1,5.8,,KAZAKHSTAN,,KAZAKHSTAN:  TEKELI,44.724,78.86399999999999,40,,,,1,,,,1
5647.0,No,2002.0,9.0,5.0,11.0,3.0,5.8,32.0,5.5,5.5,5.2,5.3,,KYRGYZSTAN,,KYRGYZSTAN,39.77,72.007,40,,,,1,,,,1
